REFERENCE: doi,FORMULA,PROPERTY: Type of phases,PROPERTY: Single/Multiphase,PROPERTY: synthesis method,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: comment,Unnamed: 19,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,Li,Mg,Mn,Mo,Nb,Ni,Pd,Re,Sc,Si,Ta,Ti,V,W,Y,Zn,Zr,Density_g_cc_ROM,VEC,Pugh_Ratio,Cauchy_Pressure,YS_1300C_MPa,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,THCD_25C_W_mK,ST_LT_TIMEOUT
10.1016/j.matdes.2017.02.072,Al7Co23Cr23Fe23Ni23,FCC,S,CR + A,23,,,T,25.0,263,589,60,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.matdes.2017.02.072,Al7Co23Cr23Fe23Ni23,FCC + L12 + B2,M,CR + A,23,,,T,25.0,490,840,45,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.actamat.2017.03.066,Al7Co23Cr23Fe23Ni23,FCC + BCC,M,A,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.jallcom.2008.12.088,Al7Co23Cr23Fe23Ni23,FCC + L12,M,AC,,,,T,25.0,175,335,58,,,,,,Added and replaced data sets,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.jallcom.2008.12.088,Al7Co23Cr23Fe23Ni23,FCC + L12,M,A,,,,T,25.0,305,525,44,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.jallcom.2008.12.088,Al7Co23Cr23Fe23Ni23,FCC + B2,M,A,,,,T,25.0,280,570,44,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.jallcom.2013.11.084,Al7Co23Cr23Fe23Ni23,FCC,S,Aged,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.jallcom.2013.11.084,Al7Co23Cr23Fe23Ni23,FCC,S,Aged,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.matdes.2016.05.079,Al7Co23Cr23Fe23Ni23,FCC + B2,M,Aged,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.msea.2015.08.078,AlCoCrFeNi,BCC + B2,M,AC,,,,T,700.0,395,400,1,,,,,,I don't like this reference...,,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.008884795602,1627.7521760786865,1683.9478536155095,1354.6021760786866,1410.7978536155097,,False
10.1016/j.jallcom.2016.05.034,AlCoCrFeNi,BCC + B2,M,AC,,,,C,25.0,1380,,10,,,,,,,,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.008884795602,1627.7521760786865,1683.9478536155095,1354.6021760786866,1410.7978536155097,,False
10.1016/j.jallcom.2016.05.034,AlCoCrFeNi,BCC + $\sigma$ + B2 + FCC,M,A,,,,C,25.0,1430,,1.6,,,,,,,,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.008884795602,1627.7521760786865,1683.9478536155095,1354.6021760786866,1410.7978536155097,,False
