REFERENCE: doi,FORMULA,PROPERTY: Type of phases,PROPERTY: Single/Multiphase,PROPERTY: synthesis method,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: comment,Unnamed: 19,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,Li,Mg,Mn,Mo,Nb,Ni,Pd,Re,Sc,Si,Ta,Ti,V,W,Y,Zn,Zr,Density_g_cc_ROM,VEC,Pugh_Ratio,Cauchy_Pressure,YS_1300C_MPa,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,THCD_25C_W_mK
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al14,B2 + BCC,M,AC,,,,C,400.0,833,,,,,,,,,,0.0,0.12280701754385966,0.0,0.0,0.0,0.0,0.1754385964912281,0.0,0.3508771929824562,0.0,0.0,0.0,0.0,0.2192982456140351,0.0,0.0,0.13157894736842107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.159035087719299,7.078947368421053,2.1601049868766404,74.4719298245614,284.38316022927864,,,,,
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15,FCC + BCC,M,AC,,,,C,600.0,115,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7833,7.65,2.0751445086705202,78.43,0.1476306793027152,,,,,
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al2,FCC + BCC,M,AC,,,,C,600.0,155,,,,,,,,,,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.19607843137254902,0.0,0.39215686274509803,0.0,0.0,0.0,0.0,0.24509803921568626,0.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.683627450980392,7.558823529411765,2.0883190883190883,77.79803921568627,37.08309093311307,,,,,
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al6,FCC + BCC,M,AC,,,,C,600.0,272,,,,,,,,,,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.18867924528301888,0.0,0.37735849056603776,0.0,0.0,0.0,0.0,0.2358490566037736,0.0,0.0,0.14150943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49556603773585,7.386792452830189,2.1135734072022165,76.60566037735849,142.44903087578913,,,,,
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al10,B2 + BCC,M,AC,,,,C,600.0,359,,,,,,,,,,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.321181818181818,7.227272727272727,2.137466307277628,75.49999999999997,226.39064015398168,,,,,
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al14,B2 + BCC,M,AC,,,,C,600.0,326,,,,,,,,,,0.0,0.12280701754385966,0.0,0.0,0.0,0.0,0.1754385964912281,0.0,0.3508771929824562,0.0,0.0,0.0,0.0,0.2192982456140351,0.0,0.0,0.13157894736842107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.159035087719299,7.078947368421053,2.1601049868766404,74.4719298245614,284.38316022927864,,,,,
10.1016/j.actamat.2013.06.018,CoCrFeMnNi,FCC,S,CR + A,4.4,,,T,25.0,370,670,56,,,,,,switched to engineering stress strain ,https://doi.org/10.1016/j.actamat.2013.06.018,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0604,8.0,2.1200523388943413,71.54,0.024970834506853574,,,,,
10.1016/j.actamat.2017.03.069,Co10Cr10Fe50Mn30,FCC + HCP,M,A,45,,,T,25.0,250,730,50,,,,,,switched to engineering stress strain ,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7829999999999995,7.6,2.2111959287531806,85.19000000000001,0.07732040762062029,,,,,
10.1016/j.actamat.2017.03.069,Co10Cr10Fe50Mn30,FCC + HCP,M,CR + A,4.5,,,T,25.0,330,870,75,,,,,,switched to engineering stress strain ,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7829999999999995,7.6,2.2111959287531806,85.19000000000001,0.07732040762062029,,,,,
10.1016/j.actamat.2017.03.069,Co10Cr10Fe50Mn30,FCC + HCP,M,CR + A,6,,,T,25.0,280,800,65,,,,,,switched to engineering stress strain ,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7829999999999995,7.6,2.2111959287531806,85.19000000000001,0.07732040762062029,,,,,
10.1016/j.actamat.2017.03.069,Co10Cr10Fe50Mn30,FCC + HCP,M,CR + A,15,,,T,25.0,350,830,63,,,,,,switched to engineering stress strain ,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7829999999999995,7.6,2.2111959287531806,85.19000000000001,0.07732040762062029,,,,,
10.1038/s41598-017-16509-9,Co10Cr10Fe50Mn30,FCC + HCP,M,HR + A,6.5,,,T,25.0,298,1400,45,,,,,,removed true stress strain values,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7829999999999995,7.6,2.2111959287531806,85.19000000000001,0.07732040762062029,,,,,
10.1038/s41598-017-16509-9,Co10Cr10Fe50Mn30,FCC + HCP,M,HR + A,5.2,,,T,25.0,400,1200,42,,,,,,removed true stress strain values,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7829999999999995,7.6,2.2111959287531806,85.19000000000001,0.07732040762062029,,,,,
10.1016/j.matlet.2017.04.072,Al7Co23Cr23Fe23Ni23,FCC + B2,M,,0.7,,,T,25.0,860,1050,48,,,,,,"Data extracted from Table 6, does not belong in below data",,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.matlet.2017.04.072,Al7Co23Cr23Fe23Ni23,FCC + B2,M,,2.7,,,T,25.0,690,930,51,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.matlet.2017.04.072,Al7Co23Cr23Fe23Ni23,FCC + B2,M,,3.8,,,T,25.0,550,800,64,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.matlet.2017.04.072,Al7Co23Cr23Fe23Ni23,FCC,S,,53,,,T,25.0,260,620,87,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.matlet.2017.04.072,Al7Co23Cr23Fe23Ni23,FCC + BCC,M,CR + A,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.scriptamat.2016.06.019,Al7Co23Cr23Fe23Ni23,FCC,S,CR + A,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.scriptamat.2016.06.019,Al7Co23Cr23Fe23Ni23,FCC + L12,M,CR + A,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.scriptamat.2016.06.019,Al7Co23Cr23Fe23Ni23,FCC + L12,M,CR + A,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.matdes.2017.02.072,Al7Co23Cr23Fe23Ni23,FCC,S,CR + A,144,,,T,25.0,159,410,65,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.matdes.2017.02.072,Al7Co23Cr23Fe23Ni23,FCC + B2,M,CR + A,144,,,T,25.0,215,520,43,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.matdes.2017.02.072,Al7Co23Cr23Fe23Ni23,FCC + L12,M,CR + A,144,,,T,25.0,285,540,55,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.matdes.2017.02.072,Al7Co23Cr23Fe23Ni23,FCC,S,CR + A,23,,,T,25.0,263,589,60,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.matdes.2017.02.072,Al7Co23Cr23Fe23Ni23,FCC + L12 + B2,M,CR + A,23,,,T,25.0,490,840,45,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.actamat.2017.03.066,Al7Co23Cr23Fe23Ni23,FCC + BCC,M,A,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.jallcom.2008.12.088,Al7Co23Cr23Fe23Ni23,FCC + L12,M,AC,,,,T,25.0,175,335,58,,,,,,Added and replaced data sets,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.jallcom.2008.12.088,Al7Co23Cr23Fe23Ni23,FCC + L12,M,A,,,,T,25.0,305,525,44,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.jallcom.2008.12.088,Al7Co23Cr23Fe23Ni23,FCC + B2,M,A,,,,T,25.0,280,570,44,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.jallcom.2013.11.084,Al7Co23Cr23Fe23Ni23,FCC,S,Aged,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.jallcom.2013.11.084,Al7Co23Cr23Fe23Ni23,FCC,S,Aged,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.matdes.2016.05.079,Al7Co23Cr23Fe23Ni23,FCC + B2,M,Aged,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.23232323232323232,0.23232323232323232,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826951,,,,,
10.1016/j.msea.2015.08.078,AlCoCrFeNi,BCC + B2,M,AC,,,,T,700.0,395,400,1,,,,,,I don't like this reference...,,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.00888479560197,,,,,
10.1016/j.jallcom.2016.05.034,AlCoCrFeNi,BCC + B2,M,AC,,,,C,25.0,1380,,10,,,,,,,,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.00888479560197,,,,,
10.1016/j.jallcom.2016.05.034,AlCoCrFeNi,BCC + $\sigma$ + B2 + FCC,M,A,,,,C,25.0,1430,,1.6,,,,,,,,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.00888479560197,,,,,
10.1016/j.jallcom.2016.05.034,AlCoCrFeNi,BCC + B2 + FCC,M,A,,,,C,25.0,1690,,2.7,,,,,,,,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.00888479560197,,,,,
10.1016/j.jallcom.2016.05.034,AlCoCrFeNi,BCC + B2 + FCC,M,A,,,,C,25.0,1220,,13,,,,,,,,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.00888479560197,,,,,
10.1016/j.jallcom.2016.05.034,AlCoCrFeNi,BCC + B2 + FCC,M,A,,,,C,25.0,1450,,20,,,,,,,,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.00888479560197,,,,,
10.1016/j.jallcom.2017.03.307,AlCoCrFeNi,FCC + BCC,M,A,,,,T,25.0,900,935,0.8,,,,,,I don't like this reference...,,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.00888479560197,,,,,
10.1016/j.matlet.2016.01.096,Al17Cr17Fe33Ni33,FCC + BCC + B2,M,AC,,,,T,25.0,796,1437,15.7,,,,,,,,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21256,7.470000000000001,2.088325987633393,51.19300000000001,279.5707697211741,,,,,
10.1016/j.actamat.2016.11.016,Al17Co17Cr17Fe17Ni33.3,L12 + B2,M,,,,,T,25.0,545,1030,16.5,,,,,,the reference has more accurate numbers: https://sci-hub.tw/https://doi.org/10.1016/j.actamat.2016.11.016,,0.0,0.16781836130306022,0.0,0.0,0.0,0.16781836130306022,0.16781836130306022,0.0,0.16781836130306022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32872655478775914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.396292201382034,7.650542941757157,2.1470780280770483,49.86258637709774,102.4419257267676,,,,,
